Prompt_Format,Text1,Text2
"以下に示す議事録フォーマットに基づき、トランスクリプトを議事録として整形してください。このフォーマットを参考に、議題、参加者、議事内容、結論などを適切に整理してください。",議事録フォーマット,トランスクリプト
